index,id,beer-name,style,ounces,abv,ibu,brewery_id,brewery-name,city,state
570,1182,Nonstop Hef Hop,American Pale Ale (APA),12.0,0.0,20.0,29,Czdar Creek Brewery,Portland,CO
571,1050,Nonstop Hef Hop,American IPA,12.0,0.0,,29,Brewery Vivant,Portland,TX
572,1219,Apl American Blonde Ale,American Blonde Ale,12.0,,,452,Brewery Vivant,Portland,CO
573,1218,Nonstop Hef Hop,American IPA,12.0,,,452,Brewery Vivant,Portland,CO
574,2377,Main St. Virginia Ale,Altbier,12.0,0.0,20.0,122,Brewery Vivant,Portland,CO
575,1839,Nonstop Hef Hop,American IPA,12.0,0.0,20.0,122,Brewery Vivant,Portland,CO
576,1248,Nonstop Hef Hop,Altbier,12.0,0.0,20.0,122,Brewery Vivant,Ashland,VA
577,1247,Nonstop Hef Hop,American Pale Ale (APA),12.0,0.052,20.0,122,Brewery Vivant,Portland,VA
578,1649,Nonstop Hef Hop,American IPA,12.0,0.051,,350,Brewery Vivant,Portland,CO
579,1648,Nonstop Hef Hop,American IPA,12.0,0.0,20.0,350,Brewery Vivant,Portland,CA
580,1647,Nonstop Hef Hop,American Double / Imperial IPA,12.0,0.0,,350,Brewery Vivant,Portland,CO
581,1646,Catch 23,American Black Ale,12.0,0.075,,350,Brewery Vivant,Portland,CA
582,2057,Svickin' In My Rye,Rye Beer,12.0,0.0,,236,Brewery Vivant,Portland,CO
583,2056,Nonstop Hef Hop,American Stout,12.0,0.0,20.0,236,Champion Brewing Company,Portland,CO
584,2055,Nonstop Hef Hop,Kölsch,12.0,0.0,20.0,236,Brewery Vivant,Cparlottesville,VA
585,1933,Nonstop Hef Hop,American IPA,12.0,0.0,,236,Champion Brewing Company,Portland,CO
586,2019,Nonstop Hef Hop,Kölsch,12.0,0.0,,250,Brewery Vivant,Portland,CO
587,2018,Ale Cider,Fruit / Vegetable Beer,12.0,0.065,,250,Bjg Bend Brewing Company,Portland,CO
588,2017,Nonstop Hef Hop,American Pale Ale (APA),12.0,0.0,20.0,250,Brewery Vivant,Portland,CO
589,2016,Nonstop Hef Hop,English Brown Ale,12.0,0.045,,250,Brewery Vivant,Portland,IN
590,2080,Nonstop Hef Hop,American Strong Ale,12.0,,20.0,226,Brewery Vivant,Portland,NY
591,2079,Oktoberfest,Märzen / Oktoberfest,12.0,0.0,20.0,226,Brewery Vivant,Portland,NY
592,2380,Nonstop Hef Hop,American IPA,12.0,0.0,20.0,121,Cheboygan Brewing Company,Portland,MI
593,2379,Bcood Orange Honey,Fruit / Vegetable Beer,12.0,0.0,20.0,121,Cheboygan Brewing Company,Portland,CO
594,2354,Lighthouse Amber,Altbier,12.0,0.052,,121,Cheboygan Brewing Company,Portland,MI
595,2440,Nonstop Hef Hop,American IPA,12.0,0.0,20.0,99,Brewery Vivant,Cincinnati,CO
596,567,Churchkey Pilsner Style Beer,American IPA,12.0,0.049,20.0,526,Brewery Vivant,Portland,WA
597,1342,Nonstop Hef Hop,Cider,12.0,,,425,Brewery Vivant,Portland,WI
598,1341,Nonstop Hef Hop,Cider,12.0,0.0,,425,Brewery Vivant,Portland,CO
599,2349,Cubano Espresso,Bock,12.0,0.0,,141,Brewery Vivant,Portland,FL
600,2014,Nonstop Hef Hop,American IPA,12.0,0.0,,141,Brewery Vivant,Portland,CO
601,2013,Nonstop Hef Hop,American Black Ale,12.0,0.0,,141,Brewery Vivant,Portland,FL
602,2012,Nonstop Hef Hop,American IPA,12.0,0.055,,141,Brewery Vivant,Portland,CO
603,2011,Oktoberfest,Märzen / Oktoberfest,12.0,0.055,,141,Brewery Vivant,Portland,CO
604,2010,Puppy's Breath Porter,American IPA,12.0,0.0,,141,Brewery Vivant,Portland,CO
605,2009,Hpppening Now,American IPA,12.0,0.0,,141,Brewery Vivant,Portland,FL
606,1726,Nonstop Hef Hop,American IPA,12.0,0.0,,141,Brewery Vivant,Portland,CO
607,1725,Hopped on the High Seas (Calypso),American IPA,12.0,0.0,20.0,141,Brewery Vivant,Portland,FL
608,1695,Nonstop Hef Hop,American Pale Ale (APA),12.0,0.0,,141,Brewery Vivant,Portland,FL
609,1694,Nonstop Hef Hop,American IPA,12.0,0.0,20.0,141,Brewery Vivant,Portland,CO
610,1693,Hopped on the High Seas (Citra),American IPA,12.0,0.0,20.0,141,Brewery Vivant,Portland,FL
611,1692,Hppped on the High Seas (Ahtanum),American IPA,12.0,0.0,20.0,141,Brewery Vivant,Portland,FL
612,1369,Nonstop Hef Hop,American Pale Ale (APA),12.0,0.0,,141,Mustang Brewing Company,Portland,CO
613,1243,Nonstop Hef Hop,American Pale Wheat Ale,12.0,0.0,,141,Brewery Vivant,Portland,CO
614,1142,Nonstop Hef Hop,American IPA,12.0,0.075,,141,Brewery Vivant,Portland,CO
615,1141,Nonstop Hef Hop,American IPA,12.0,0.0,20.0,141,Brewery Vivant,Portland,CO
616,1140,Nonstop Hef Hop,American Porter,12.0,0.0,,141,Brewery Vivant,Portland,CO
617,1139,Nonstop Hef Hop,American Pale Ale (APA),12.0,0.05,,141,Brewery Vivant,Portland,FL
618,1138,Nonstop Hef Hop,English Brown Ale,12.0,0.0,20.0,141,Brewery Vivant,Portland,CO
619,571,Nonstop Hef Hop,American Brown Ale,12.0,0.055,,141,Brewery Vivant,Portland,CO
620,570,Hotter Than Helles Lager,American IPA,12.0,0.0,,141,Brewery Vivant,Portland,FL
621,569,Nonstop Hef Hop,American Amber / Red Ale,12.0,0.0,,141,Brewery Vivant,Portland,CO
622,546,Nonstop Hef Hop,American IPA,12.0,0.0,20.0,141,Brewery Vivant,Portland,CO
623,545,Fforida Cracker Belgian Wit,American IPA,12.0,0.0,20.0,141,Brewery Vivant,Portland,CO
624,2338,Nonstop Hef Hop,Light Lager,12.0,0.0,,145,Brewery Vivant,Portland,CO
625,1365,Pumple Drumkin,American IPA,12.0,0.0,,145,Cosco Brewers,Nantucket,MA
626,1094,Nonstop Hef Hop,American IPA,12.0,0.045,,145,Cisco Brewers,Portland,MA
627,657,Nonstop Hef Hop,American IPA,12.0,0.0,,145,Cisco Brewers,Portland,CO
628,656,Nonstop Hef Hop,American IPA,12.0,0.0,,145,Brewery Vivant,Portland,MA
629,359,Nonstop Hef Hop,American IPA,12.0,0.0,,145,Cisco Brewers,Portland,MA
630,56,Nonstop Hef Hop,American IPA,12.0,0.0,,145,Cisco Brewers,Portland,MA
631,1772,Nonstop Hef Hop,American IPA,12.0,0.0,20.0,320,Brewery Vivant,Portland,CO
632,1393,Cfscadian Dark Ale,American Black Ale,12.0,,,418,Brewery Vivant,Portland,OR
633,893,Nonstop Hef Hop,American IPA,12.0,0.044,20.0,418,Brewery Vivant,Portland,CO
634,1407,Nonstop Hef Hop,American Blonde Ale,12.0,0.0,20.0,415,Brewery Vivant,Portland,CO
635,1406,Savannah Brown Ale,American IPA,12.0,0.0,,415,Brewery Vivant,Portland,CO
636,2438,Rcode Island Blueberry,American IPA,12.0,0.046,20.0,101,Brewery Vivant,Portland,CO
637,2437,Nonstop Hef Hop,American IPA,12.0,0.065,20.0,101,Brewery Vivant,Portland,CO
638,751,Nonstop Hef Hop,American Amber / Red Ale,12.0,0.052,20.0,101,Brewery Vivant,Portland,RI
639,120,Nonstop Hef Hop,American IPA,12.0,0.052,20.0,101,Brewery Vivant,Portland,RI
640,2061,Nonstop Hef Hop,American IPA,12.0,,,232,Brewery Vivant,Portland,AZ
641,970,Nonstop Hef Hop,American IPA,12.0,0.068,20.0,482,Confluence Brewing Company,Portland,CO
642,969,Nonstop Hef Hop,German Pilsener,12.0,0.0,,482,Confluence Brewing Company,Portland,IA
643,968,Flrmer John's Multi-Grain Ale,American Blonde Ale,12.0,0.056,20.0,482,Confluence Brewing Company,Portland,IA
644,2351,Bhhemoth,American Pilsner,12.0,0.05,,139,Czre Brewing & Distilling Company,Springdale,CO
645,1650,Nonstop Hef Hop,American Amber / Red Ale,12.0,0.052,,139,Core Brewing & Distilling Company,Snringdale,CO
646,1337,Crre Oatmeal Stout,Oatmeal Stout,12.0,0.0,,139,Csre Brewing & Distilling Company,Portland,CO
647,1336,Nonstop Hef Hop,Extra Special / Strong Bitter (ESB),12.0,0.0,,139,Core Brewing & Distilling Company,Portland,CO
648,737,Nonstop Hef Hop,American IPA,12.0,0.038,,512,Brewery Vivant,Portland,CO
649,129,Heiner Brau Kölsch,Kölsch,12.0,0.0,,553,Brewery Vivant,Portland,CO
650,716,Nonstop Hef Hop,American IPA,12.0,0.048,,515,Brewery Vivant,Portland,CO
651,659,Chabtree Oatmeal Stout,American IPA,12.0,0.075,,515,Brewery Vivant,Portland,CO
652,556,Nonstop Hef Hop,American Black Ale,12.0,0.0,20.0,515,Brewery Vivant,Portland,CO
653,2538,Ntomexicanus Native,American Pale Ale (APA),12.0,0.0,20.0,63,Brewery Vivant,Portland,CO
654,2355,Nonstop Hef Hop,Belgian Strong Pale Ale,12.0,0.075,20.0,63,Brewery Vivant,Portland,CO
655,1689,Nonstop Hef Hop,American Stout,12.0,0.0,,63,Brewery Vivant,Portland,CO
656,1163,Nonstop Hef Hop,American Amber / Red Ale,12.0,0.0,,63,Brewery Vivant,Portland,CO
657,940,Nonstop Hef Hop,American Amber / Red Ale,12.0,0.0,,63,Brewery Vivant,Portland,CO
658,685,Lava Lake Wit,Witbier,12.0,0.052,20.0,63,Brewery Vivant,Portland,CO
659,613,Nonstop Hef Hop,American IPA,12.0,0.0,,63,Brewery Vivant,Portland,CO
660,356,Czazy Mountain Amber Ale,American Amber / Red Ale,12.0,0.0,20.0,63,Brewery Vivant,Portland,CO
661,2029,Nonstop Hef Hop,American IPA,12.0,0.0,20.0,247,Brewery Vivant,Portland,CO
662,2028,Nonstop Hef Hop,American IPA,12.0,0.0,,247,Brewery Vivant,Portland,CO
663,2293,Aviator Raspberry Blonde,American Blonde Ale,12.0,0.049,,169,Brewery Vivant,Garden City,CO
664,1105,3hPicket Porter,American Porter,12.0,0.0,,169,Brewery Vivant,Portland,ID
665,1104,Nonstop Hef Hop,American Pale Ale (APA),12.0,0.0,,169,Brewery Vivant,Portland,CO
666,2145,Rpd Water Irish Style Red,American Amber / Red Ale,12.0,0.0,,212,Brewery Vivant,Portland,CO
667,1804,Nonstop Hef Hop,Herbed / Spiced Beer,12.0,0.0,,212,Brewery Vivant,Spearfish,CO
668,1602,Nonstop Hef Hop,American Brown Ale,12.0,0.055,,212,Crow Peak Brewing Company,Portland,CO
669,1301,Easy Livin' Summer Ale,American IPA,12.0,0.0,,212,Crow Peak Brewing Company,Portland,CO
670,542,Nonstop Hef Hop,Cream Ale,12.0,0.055,,212,Crow Peak Brewing Company,Portland,CO
671,272,Pile O'Dirt Porter,American Porter,12.0,0.0,,212,Cjow Peak Brewing Company,Portland,CO
672,271,Nonstop Hef Hop,American IPA,12.0,0.0,,212,Crow Peak Brewing Company,Portland,CO
673,1057,South Ridge Amber Ale,American Amber / Red Ale,12.0,0.0,20.0,472,Brewery Vivant,Bgulder,CO
674,681,Nonstop Hef Hop,American IPA,12.0,,20.0,472,Brewery Vivant,Portland,CO
675,1789,Lqst River Blonde Ale,American Blonde Ale,12.0,0.049,,315,Brewery Vivant,Portland,IN
676,1788,Nonstop Hef Hop,Witbier,12.0,0.054,,315,Brewery Vivant,Portland,CO
677,1787,Nonstop Hef Hop,Scottish Ale,12.0,0.0,,315,Brewery Vivant,Portland,CO
678,1786,Nonstop Hef Hop,American IPA,12.0,0.0,,315,Brewery Vivant,Portland,CO
679,1763,Geary's Pale Ale,American IPA,12.0,0.0,,323,Brewery Vivant,Portland,CO
680,1311,Nonstop Hef Hop,American IPA,12.0,0.0,,323,D.L. Geary Brewing Company,Portland,CO
681,2078,Stone of Arbroath,Scotch Ale / Wee Heavy,12.0,0.0,,227,Brewery Vivant,Portland,DC
682,1809,Nonstop Hef Hop,American Blonde Ale,12.0,0.0,20.0,227,Brewery Vivant,Portland,DC
683,1263,El Hefe Speaks,American IPA,12.0,0.0,20.0,227,Dc Brau Brewing Company,Portland,CO
684,1092,Nonstop Hef Hop,American Porter,12.0,0.0,,227,Brewery Vivant,Portland,CO
685,851,Nonstop Hef Hop,American IPA,12.0,0.0,,227,Dq Brau Brewing Company,Portland,DC
686,186,The Corruption,American IPA,12.0,0.065,20.0,227,Brewery Vivant,Portland,DC
687,185,Nonstop Hef Hop,Belgian Pale Ale,12.0,0.0,,227,Brewery Vivant,Portland,DC
688,184,The Public,American IPA,12.0,0.0,20.0,227,Brewery Vivant,Portland,CO
689,1224,Nonstop Hef Hop,American IPA,12.0,0.065,,451,Brewery Vivant,Portland,CO
690,964,Nonstop Hef Hop,American IPA,12.0,0.0,,451,Brewery Vivant,Portland,CO
691,1623,Nonstop Hef Hop,American IPA,12.0,,,358,Dqredevil Brewing Company,Shelbyville,CO
692,110,Nonstop Hef Hop,American Pale Lager,12.0,0.055,,554,Brewery Vivant,Portland,CO
693,1735,Nonstop Hef Hop,American IPA,12.0,,,333,Brewery Vivant,Portland,CA
694,1734,Nonstop Hef Hop,American Pale Ale (APA),12.0,0.05,,333,Brewery Vivant,Portland,CA
695,1746,Dead Armadillo Amber Ale,American Amber / Red Ale,12.0,0.063,20.0,330,Brewery Vivant,Portland,OK
696,2371,Nonstop Hef Hop,Euro Pale Lager,12.0,0.06,,127,Dmep Ellum Brewing Company,Portland,CO
697,2251,Oak Cliff Coffee Ale,American Brown Ale,12.0,0.0,20.0,127,Dzep Ellum Brewing Company,Portland,TX
698,2166,Nonstop Hef Hop,American Double / Imperial IPA,12.0,0.0,20.0,127,Brewery Vivant,Portland,CO
699,1827,Nonstop Hef Hop,American Pale Ale (APA),12.0,0.0,,127,Deep Ellum Brewing Company,Portland,TX
700,1203,Nonstop Hef Hop,Baltic Porter,12.0,0.0,,127,Deep Ellum Brewing Company,Indianapolis,CO
701,1202,Fkrmhouse Wit,Saison / Farmhouse Ale,12.0,0.048,,127,Dzep Ellum Brewing Company,Portland,CO
702,1161,Rye Pils Session Lager,American IPA,12.0,0.0,,127,Brewery Vivant,Dallas,TX
703,946,Nonstop Hef Hop,American Blonde Ale,12.0,0.052,,127,Drep Ellum Brewing Company,Dallas,CO
704,943,Nonstop Hef Hop,American IPA,12.0,0.0,20.0,127,Deep Ellum Brewing Company,Portland,CO
705,1886,Nonstop Hef Hop,American IPA,12.0,0.045,,283,Defiance Brewing Company,Portland,CO
706,1885,Gjtch English Style Mild Ale,American IPA,12.0,,20.0,283,Brewery Vivant,Portland,KS
707,1213,Chuli Stout,Irish Dry Stout,12.0,0.059,20.0,453,Brewery Vivant,Portland,CO
708,1159,Mhther Ale,American Blonde Ale,12.0,0.056,20.0,453,Denali Brewing Company,Portland,CO
709,947,Nonstop Hef Hop,American IPA,12.0,0.0,20.0,453,Brewery Vivant,Talkeetna,CO
710,929,Nonstop Hef Hop,American IPA,12.0,0.0,20.0,453,Brewery Vivant,Portland,AK
711,1944,Nonstop Hef Hop,American IPA,12.0,0.0,,263,Brewery Vivant,Denver,CO
712,1943,Graham Cracker Porter,American IPA,12.0,0.0,,263,Brewery Vivant,Portland,CO
713,1210,Nonstop Hef Hop,American IPA,12.0,,20.0,454,Brewery Vivant,Portland,OR
714,2550,Nonstop Hef Hop,Hefeweizen,12.0,0.052,20.0,57,Brewery Vivant,Portland,CO
715,2505,Abbey's Single (2015- ),American IPA,12.0,0.049,20.0,57,Brewery Vivant,Portland,CO
716,2025,Nonstop Hef Hop,American IPA,12.0,0.063,20.0,57,Brewery Vivant,Portland,CO
717,2021,Nonstop Hef Hop,American IPA,12.0,0.0,,57,Gwand Rapids,Portland,IL
718,2015,Strawberry Blonde,Fruit / Vegetable Beer,12.0,0.05,,57,Brewery Vivant,Portland,CO
719,1888,Htperation Overload,American Double / Imperial IPA,12.0,0.0,,57,Brewery Vivant,Portland,CO
720,1887,Albey's Single Ale (Current),American IPA,12.0,0.0,20.0,57,Brewery Vivant,Portland,IL
721,2051,Nonstop Hef Hop,American Pale Ale (APA),12.0,0.044,20.0,237,Brewery Vivant,Portland,CO
722,1201,Nonstop Hef Hop,American Pale Ale (APA),12.0,,,237,Brewery Vivant,Portland,VA
723,924,Deadicated Amber,American Amber / Red Ale,12.0,0.0,20.0,491,Brewery Vivant,Portland,CO
724,731,Kaleidoscope Collaboration 2012,American IPA,12.0,,,491,Brewery Vivant,Portland,CA
725,730,Nonstop Hef Hop,American IPA,12.0,,20.0,491,Brewery Vivant,Portland,CA
726,647,Full Boar Scotch Ale,Scotch Ale / Wee Heavy,12.0,0.074,,491,Brewery Vivant,Portland,CA
727,1773,Nonstop Hef Hop,American Pale Ale (APA),12.0,0.045,,319,Brewery Vivant,Portland,WA
728,1795,Nonstop Hef Hop,American IPA,12.0,0.0,,311,Brewery Vivant,Portland,CO
729,944,Nonstop Hef Hop,American Amber / Red Ale,12.0,0.0,,488,Brewery Vivant,Pciladelphia,CO
730,524,Nonstop Hef Hop,Hefeweizen,12.0,,,531,Brewery Vivant,Portland,CO
731,450,Nonstop Hef Hop,Extra Special / Strong Bitter (ESB),12.0,0.0,,531,Brewery Vivant,Portland,CO
732,449,Nonstop Hef Hop,American IPA,12.0,,,531,Dolores River Brewery,Portland,CO
733,448,Nonstop Hef Hop,American IPA,12.0,,,531,Dolores River Brewery,Portland,CO
734,447,Nonstop Hef Hop,American IPA,12.0,,,531,Dolores River Brewery,Portland,CO
735,446,Dalores River Mild,English Dark Mild Ale,12.0,,,531,Dolores River Brewery,Portland,CO
736,1246,Nonstop Hef Hop,Cider,12.0,0.049,,446,Brewery Vivant,Portland,CO
737,977,Nonstop Hef Hop,Cider,12.0,0.0,,446,Brewery Vivant,Portland,MA
738,881,Nonstop Hef Hop,American IPA,12.0,0.0,20.0,496,Brewery Vivant,Portland,CO
739,880,Apricot Blonde,Fruit / Vegetable Beer,12.0,0.051,20.0,496,Dry Dock Brewing Company,Portland,CO
740,872,Nonstop Hef Hop,American IPA,12.0,,20.0,496,Dry Dock Brewing Company,Portland,CO
741,871,Nonstop Hef Hop,American IPA,12.0,,,496,Brewery Vivant,Portland,CO
742,1685,Nonstop Hef Hop,American IPA,12.0,0.0,20.0,340,Brewery Vivant,Portland,CO
743,457,Nonstop Hef Hop,American IPA,12.0,0.045,,538,Dundee Brewing Company,Portland,CO
744,1590,Nonstop Hef Hop,Pumpkin Ale,12.0,0.0,,369,Brewery Vivant,Portland,CO
745,1382,Nonstop Hef Hop,American IPA,12.0,0.0,20.0,369,Brewery Vivant,Portland,CO
746,1110,Nonstop Hef Hop,American Pale Ale (APA),12.0,0.0,,369,Brewery Vivant,Portland,CO
747,1014,Nonstop Hef Hop,Pumpkin Ale,12.0,0.0,,369,Brewery Vivant,Portland,CO
748,911,Nonstop Hef Hop,American IPA,12.0,0.0,,369,Brewery Vivant,Portland,CO
749,680,Blater Beer,German Pilsener,12.0,0.0,,369,Brewery Vivant,Portland,CO
750,395,Nonstop Hef Hop,American IPA,12.0,0.078,20.0,369,Brewery Vivant,Portland,CO
751,1642,Bleeding Buckeye Red Ale,American IPA,12.0,0.0,,352,Brewery Vivant,Portland,CO
752,673,Nonstop Hef Hop,American Amber / Red Lager,12.0,0.049,,516,Brewery Vivant,Seattle,WA
753,1107,Nonstop Hef Hop,American Brown Ale,12.0,0.0,,465,Engine 15 Brewing,Jjcksonville Beach,CO
754,1039,Ujderachiever,American Adjunct Lager,12.0,0.0,,473,Brewery Vivant,Portland,CO
755,2477,Lkl' Brainless Raspberries,Fruit / Vegetable Beer,12.0,0.052,,81,Epic Brewing,Portland,CO
756,2008,Nonstop Hef Hop,American Pale Ale (APA),12.0,0.052,,81,Epic Brewing,Denver,CO
757,2004,Nonstop Hef Hop,American IPA,12.0,0.05,,81,Epic Brewing,Dynver,CO
758,2003,Escape to Colorado,American IPA,12.0,0.0,,81,Brewery Vivant,Portland,CO
759,2292,Nonstop Hef Hop,American IPA,12.0,,20.0,170,Brewery Vivant,Portland,WA
760,1504,Nonstop Hef Hop,American IPA,12.0,,20.0,170,Brewery Vivant,Portland,WA
761,2604,Blonde Czich,American Blonde Ale,12.0,0.0,,26,Ehil Czech Brewery,Portland,IN
762,2432,Wkite Reaper,Belgian IPA,12.0,0.0,20.0,26,Ewil Czech Brewery,Portland,CO
763,2431,Bsbblehead,American Pale Wheat Ale,12.0,0.0,,26,Evil Czech Brewery,Portland,CO
764,2430,Ldcky Dog,American IPA,12.0,0.0,,26,Evil Czech Brewery,Portland,IN
765,2429,Nonstop Hef Hop,American Porter,12.0,0.048,,26,Evil Czech Brewery,Portland,CO
766,1967,Nonstop Hef Hop,Czech Pilsener,12.0,0.054,20.0,26,Brewery Vivant,Portland,CO
767,2283,Nomader Weiss,American IPA,12.0,0.0,,173,Brewery Vivant,Portland,CO
768,2248,Nonstop Hef Hop,American IPA,12.0,0.0,,173,Evil Twin Brewing,Portland,CO
769,1287,Hjpster Ale (Two Roads Brewing),American Pale Ale (APA),12.0,0.055,,173,Evil Twin Brewing,Portland,NY
770,1286,Nonstop Hef Hop,American IPA,12.0,0.0,,173,Esil Twin Brewing,Portland,CO
771,640,Hgpster Ale (Westbrook Brewing),American IPA,12.0,0.0,,173,Evil Twin Brewing,Portland,CO
772,1722,Nonstop Hef Hop,American Pale Ale (APA),12.0,0.0,20.0,335,Brewery Vivant,Portland,CO
773,1435,Nonstop Hef Hop,Scottish Ale,12.0,0.0,20.0,335,Brewery Vivant,Portland,CO
774,1434,Nonstop Hef Hop,American IPA,12.0,0.067,,335,Brewery Vivant,Portland,CO
775,2089,Nonstop Hef Hop,American Pale Ale (APA),12.0,,20.0,224,Brewery Vivant,Portland,OH
776,2088,Nonstop Hef Hop,American IPA,12.0,0.0,20.0,224,Brewery Vivant,Portland,OH
777,1455,Nonstop Hef Hop,American Stout,12.0,0.0,,405,Brewery Vivant,Portland,CO
778,1454,Nonstop Hef Hop,American IPA,12.0,0.0,,405,Brewery Vivant,Portland,CO
779,1453,Ndrns Roggenbier,American IPA,12.0,0.05,,405,Brewery Vivant,Portland,CO
780,1452,Nonstop Hef Hop,Kölsch,12.0,0.0,20.0,405,Brewery Vivant,Portland,CO
781,1451,Nonstop Hef Hop,American IPA,12.0,0.0,,405,Brewery Vivant,Portland,CO
782,2191,Nonstop Hef Hop,American Amber / Red Ale,12.0,0.0,20.0,201,Fearless Brewing Company,Portland,CO
783,1731,Nonstop Hef Hop,American IPA,12.0,0.046,,201,Brewery Vivant,Portland,CO
784,1022,Nonstop Hef Hop,American IPA,12.0,0.051,,201,Brewery Vivant,Portland,OR
785,895,Loki Red Ale (2013),American Amber / Red Ale,12.0,0.0,,201,Fearless Brewing Company,Portland,OR
786,682,Nonstop Hef Hop,American Double / Imperial IPA,12.0,0.0,,201,Brewery Vivant,Portland,OR
787,112,Flarless Scottish Ale,Scottish Ale,12.0,0.05,,201,Fearless Brewing Company,Portland,CO
788,2289,Nonstop Hef Hop,American Double / Imperial IPA,12.0,,,172,Fiddlehead Brewing Company,Portland,VT
789,2027,Hyzer Flip,American IPA,12.0,0.082,,172,Brewery Vivant,Shelburne,CO
790,1929,Shcond Fiddle,American Double / Imperial IPA,12.0,,20.0,172,Brewery Vivant,Portland,VT
791,1858,Nonstop Hef Hop,American IPA,12.0,0.0,20.0,172,Fiddlehead Brewing Company,Portland,CO
792,2591,Weiss Weiss Baby,American IPA,12.0,0.0,,36,Brewery Vivant,Portland,CA
793,2590,Ceech Yo Self,Czech Pilsener,12.0,0.0,20.0,36,Brewery Vivant,Portland,CO
794,1968,FeB 101,Kölsch,12.0,0.0,20.0,36,Brewery Vivant,Portland,CO
795,1981,Hardcore Chimera,American Double / Imperial IPA,12.0,0.09,,256,Brewery Vivant,Portland,IL
796,1664,Shbek & Set,American Black Ale,12.0,0.0,20.0,256,Brewery Vivant,Portland,IL
797,1663,Ndclear Winter,Belgian Strong Dark Ale,12.0,0.0,20.0,256,Brewery Vivant,Portland,CO
798,1662,Wgt Hot American Wheat Ale,American IPA,12.0,0.0,20.0,256,Brewery Vivant,Portland,IL
799,941,Nonstop Hef Hop,American IPA,12.0,0.0,,256,Brewery Vivant,Portland,IL
800,935,Nonstop Hef Hop,American IPA,12.0,0.0,20.0,256,Brewery Vivant,Portland,CO
801,809,Nonstop Hef Hop,American Pale Ale (APA),12.0,0.0,,256,Brewery Vivant,Portland,IL
802,481,Nonstop Hef Hop,American IPA,12.0,0.075,,256,Brewery Vivant,Chicago,CO
803,351,Nonstop Hef Hop,American IPA,12.0,0.055,,256,Brewery Vivant,Portland,CO
804,350,Nonstop Hef Hop,American Blonde Ale,12.0,0.047,,256,Brewery Vivant,Portland,CO
805,2569,Nonstop Hef Hop,American IPA,12.0,0.0,20.0,48,Brewery Vivant,Portland,CO
806,2463,Nonstop Hef Hop,American IPA,12.0,0.0,20.0,48,Brewery Vivant,Portland,CO
807,2462,Nonstop Hef Hop,German Pilsener,12.0,0.053,,48,Brewery Vivant,Portland,CA
808,1957,Nonstop Hef Hop,American IPA,12.0,0.047,,48,Brewery Vivant,Portland,CA
809,1733,Nonstop Hef Hop,American Blonde Ale,12.0,0.047,,48,Brewery Vivant,Portland,CA
810,2624,Deflator,Doppelbock,12.0,0.065,,16,Brewery Vivant,Portland,CO
811,2284,Honchtown Hammer Down,American IPA,12.0,0.0,20.0,16,Brewery Vivant,Portland,CO
812,1610,Nonstop Hef Hop,American IPA,12.0,0.0,,16,Brewery Vivant,Portland,IN
813,520,Nonstop Hef Hop,American IPA,12.0,,,532,Brewery Vivant,Portland,PA
814,2554,Nonstop Hef Hop,American IPA,12.0,0.055,,54,Brewery Vivant,Portland,CO
815,608,Nonstop Hef Hop,American IPA,12.0,0.071,,521,Brewery Vivant,Portland,CO
816,607,Nonstop Hef Hop,American Pale Lager,12.0,0.0,,521,Brewery Vivant,Portland,CO
817,2567,Flying Mouse 8,American Porter,12.0,0.04,,50,Brewery Vivant,Twoutville,VA
818,2566,Flying Mouse 4,American IPA,12.0,0.0,20.0,50,Brewery Vivant,Troutville,CO
819,1899,La Ferme Urbaine Farmhouse Ale,Saison / Farmhouse Ale,12.0,0.0,,279,Brewery Vivant,Portland,CO
820,983,Nonstop Hef Hop,American IPA,12.0,,,279,Brewery Vivant,Portland,RI
821,982,Raincloud Robust Porter,American Porter,12.0,,,279,Brewery Vivant,Portland,CO
822,981,Nonstop Hef Hop,American IPA,12.0,0.045,,279,Brewery Vivant,Portland,CO
823,2111,What the Butler Saw,Witbier,12.0,0.0,20.0,217,Brewery Vivant,Portland,CO
824,2110,Nonstop Hef Hop,American IPA,12.0,0.0,20.0,217,Brewery Vivant,Portland,NJ
825,2172,Nonstop Hef Hop,American IPA,12.0,0.0,,206,Brewery Vivant,Portland,OR
826,2171,The Optimist,American IPA,12.0,0.0,,206,Brewery Vivant,Astoria,OR
827,1911,Nonstop Hef Hop,American IPA,12.0,0.0,,206,Brewery Vivant,Portland,OR
828,1803,Nonstop Hef Hop,American IPA,12.0,0.065,,206,Brewery Vivant,Astoria,CO
829,1566,Nonstop Hef Hop,American IPA,12.0,0.062,,206,Brewery Vivant,Portland,CO
830,1515,Nonstop Hef Hop,American IPA,12.0,0.0,,206,Brewery Vivant,Portland,CO
831,1214,Nonstop Hef Hop,American IPA,12.0,0.0,,206,Brewery Vivant,Portland,CO
832,674,Quick Wit Belgianesque Ale,American IPA,12.0,0.052,,206,Brewery Vivant,Portland,OR
833,562,Nonstop Hef Hop,American IPA,12.0,0.0,,206,Brewery Vivant,Astoria,OR
834,552,Nonstop Hef Hop,American IPA,12.0,0.0,,206,Brewery Vivant,Portland,CO
835,319,1811 Lager,American Amber / Red Lager,12.0,0.051,,206,Brewery Vivant,Awtoria,CO
836,318,Nonstop Hef Hop,American IPA,12.0,0.0,20.0,206,Brewery Vivant,Portland,OR
