ID,src,flight,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time
266,orbitz,AA-1886-BOS-MIA,10:45 a.m.,10:55 a.m.,2:20 p.m.,1:40 p.m.
267,panynj,AA-1886-BOS-MIA,10:45 a.m.,10:55 a.m.,2:20 p.m.,1:40 p.m.
268,nan,AA-1886-BOS-MIA,10:45 a.m.,10:55 a.m.,2:20 p.m.,1:40 p.m.
269,usatoday,AA-1886-BOS-MIA,10:45 a.m.,nan,2:20 p.m.,1:40 p.m.
270,weath??e??r,AA-1886-BOS-MIA,10:45 a.m.,nan,2:20 p.m.,1:40 p.m.
271,aa,AA-1917-JFK-MCO,2:55 p.m.,3:27 p.m.,5:55 p.m.,nan
272,airtravelcenter,AA-1917-JFK-MCO,2:55 p.m.,3:27 p.m.,5:55 p.m.,5:43 p.m.
273,allegiantair,AA-1917-JFK-MCO,2:55 p.m.,3:27 p.m.,nan,nan
274,bosto$??n,AA-1917-JFK-MCO,2:55 p.m.,3:27 p.m.,5:55 p.m.,5:43 p.m.
275,businesstravellogue,AA-1917-JFK-MCO,2:55 p.m.,3:27 p.m.,5:55 p.m.,5:43 p.m.
276,flightaware,AA-1917-JFK-MCO,nan,3:27 p.m.,5:55 p.m.,5:43 p.m.
277,nan,AA-1917-JFK-MCO,2:55 p.m.,3:27 p.m.,5:55 p.m.,5:43 p.m.
278,flightstats,AA-1917-JFK-MCO,2:55 p.m.,3:27 p.m.,5:55 p.m.,5:43 p.m.
279,nan,AA-1917-JFK-MCO,2:55 p.m.,3:27 p.m.,10:20 a.m.,nan
280,nan,AA-1917-JFK-MCO,nan,3:27 p.m.,nan,11:01 a.m.
281,flytecomm,AA-1917-JFK-MCO,2:55 p.m.,3:27 p.m.,5:55 p.m.,5:43 p.m.
282,foxbusiness,AA-1917-JFK-MCO,nan,3:27 p.m.,5:55 p.m.,5:43 p.m.
283,nan,AA-1917-JFK-MCO,2:55 p.m.,3:27 p.m.,5:55 p.m.,5:43 p.m.
284,helloflight,AA-1917-JFK-MCO,2:55 p.m.,nan,5:55 p.m.,5:43 p.m.
285,ifly,AA-1917-JFK-MCO,2:55 p.m.,3:27 p.m.,5:55 p.m.,5:43 p.m.
286,mc??o,AA-1917-JFK-MCO,nan,nan,5:55 p.m.,5:43 p.m.
287,myrateplan,AA-1917-JFK-MCO,nan,3:27 p.m.,5:55 p.m.,nan
288,nan,AA-1917-JFK-MCO,2:55 p.m.,3:27 p.m.,5:55 p.m.,5:43 p.m.
289,orb$@@itz,AA-1917-JFK-MCO,nan,3:27 p.m.,5:55 p.m.,5:43 p.m.
290,panynj,AA-1917-JFK-MCO,2:55 p.m.,3:27 p.m.,5:55 p.m.,5:43 p.m.
291,quicktrip,AA-1917-JFK-MCO,2:55 p.m.,3:27 p.m.,5:55 p.m.,nan
292,travelocity,AA-1917-JFK-MCO,2:55 p.m.,3:27 p.m.,5:55 p.m.,nan
293,nan,AA-1917-JFK-MCO,2:55 p.m.,nan,5:55 p.m.,5:43 p.m.
294,world-flight-tracker,nan,2:55 p.m.,3:27 p.m.,11:05 a.m.,11:01 a.m.
295,wunderground,AA-1917-JFK-MCO,2:55 p.m.,3:27 p.m.,5:55 p.m.,nan
296,aa,AA-204-LAX-MCO,nan,11:25 p.m.,nan,6:55 a.m.
297,airtravelcenter,AA-204-LAX-MCO,11:25 p.m.,11:25 p.m.,6:55 a.m.,6:55 a.m.
298,allegiantair,AA-204-LAX-MCO,nan,nan,6:55 a.m.,6:55 a.m.
299,bosto??n,AA-204-LAX-MCO,11:25 p.m.,11:25 p.m.,nan,nan
300,businesstravellogue,AA-204-LAX-MCO,11:25 p.m.,nan,6:55 a.m.,6:55 a.m.
301,flightaware,AA-204-LAX-MCO,11:25 p.m.,nan,6:55 a.m.,nan
302,flightexplorer,AA-204-LAX-MCO,11:25 p.m.,11:25 p.m.,6:55 a.m.,6:55 a.m.
303,flights,AA-204-LAX-MCO,11:25 p.m.,11:25 p.m.,6:55 a.m.,6:55 a.m.
304,nan,AA-204-LAX-MCO,11:25 p.m.,11:25 p.m.,6:55 a.m.,6:55 a.m.
305,flightview,nan,11:25 p.m.,11:25 p.m.,6:55 a.m.,6:55 a.m.
306,flylouisville,AA-204-LAX-MCO,11:25 p.m.,11:25 p.m.,6:55 a.m.,6:55 a.m.
307,flytecomm,nan,11:25 p.m.,11:25 p.m.,6:55 a.m.,6:55 a.m.
308,nan,AA-204-LAX-MCO,11:25 p.m.,11:25 p.m.,6:55 a.m.,6:55 a.m.
309,gofox,AA-204-LAX-MCO,11:25 p.m.,11:25 p.m.,nan,6:55 a.m.
310,helloflight,AA-204-LAX-MCO,11:25 p.m.,11:25 p.m.,6:55 a.m.,nan
311,nan,nan,11:25 p.m.,11:25 p.m.,6:55 a.m.,6:55 a.m.
312,nan,AA-204-LAX-MCO,11:25 p.m.,11:25 p.m.,6:55 a.m.,6:55 a.m.
313,mytripandmore,AA-204-LAX-MCO,11:25 p.m.,nan,6:55 a.m.,nan
314,orb#itz,AA-204-LAX-MCO,11:25 p.m.,11:25 p.m.,6:55 a.m.,nan
315,panynj,AA-204-LAX-MCO,11:25 p.m.,11:25 p.m.,6:55 a.m.,6:55 a.m.
316,quicktrip,AA-204-LAX-MCO,11:25 p.m.,nan,6:55 a.m.,6:55 a.m.
317,travelocity,AA-204-LAX-MCO,nan,11:25 p.m.,6:55 a.m.,6:55 a.m.
318,weather,nan,11:25 p.m.,nan,6:55 a.m.,nan
319,world-flight-tracker,AA-204-LAX-MCO,11:25 p.m.,11:25 p.m.,nan,6:55 a.m.
320,nan,AA-204-LAX-MCO,11:25 p.m.,11:25 p.m.,6:55 a.m.,6:55 a.m.
321,aa,AA-2050-ORD-MIA,10:40 a.m.,11:05 a.m.,2:45 p.m.,2:46 p.m.
322,airtravelcenter,AA-2050-ORD-MIA,10:40 a.m.,11:05 a.m.,2:45 p.m.,2:46 p.m.
323,allegiantair,AA-2050-ORD-MIA,10:40 a.m.,nan,2:45 p.m.,2:46 p.m.
324,boston,AA-2050-ORD-MIA,10:40 a.m.,11:05 a.m.,nan,11:01 a.m.
325,businesstravellogue,AA-2050-ORD-MIA,10:40 a.m.,11:05 a.m.,2:45 p.m.,2:46 p.m.
326,nan,AA-2050-ORD-MIA,10:40 a.m.,11:05 a.m.,2:45 p.m.,nan
327,nan,AA-2050-ORD-MIA,10:40 a.m.,11:05 a.m.,2:45 p.m.,2:46 p.m.
328,flightexplorer,AA-2050-ORD-MIA,10:40 a.m.,11:05 a.m.,2:45 p.m.,2:46 p.m.
329,flights,AA-2050-ORD-MIA,nan,11:05 a.m.,2:45 p.m.,2:46 p.m.
330,nan,AA-2050-ORD-MIA,10:40 a.m.,11:05 a.m.,2:45 p.m.,2:46 p.m.
331,$flight@@view,nan,10:40 a.m.,11:05 a.m.,2:45 p.m.,nan
332,flylouisville,AA-2050-ORD-MIA,10:40 a.m.,11:05 a.m.,2:45 p.m.,2:46 p.m.
333,flyt##ecomm,AA-2050-ORD-MIA,10:40 a.m.,11:05 a.m.,2:45 p.m.,2:46 p.m.
334,foxbusines#s,AA-2050-ORD-MIA,10:40 a.m.,11:05 a.m.,2:45 p.m.,2:46 p.m.
335,gofox,AA-2050-ORD-MIA,10:40 a.m.,11:05 a.m.,2:45 p.m.,2:46 p.m.
336,helloflight,AA-2050-ORD-MIA,10:40 a.m.,nan,nan,6:34 p.m.
337,ifly,AA-2050-ORD-MIA,10:40 a.m.,11:05 a.m.,2:45 p.m.,2:46 p.m.
338,mia,AA-2050-ORD-MIA,10:40 a.m.,11:05 a.m.,2:45 p.m.,2:46 p.m.
339,myrateplan,AA-2050-ORD-MIA,10:40 a.m.,11:05 a.m.,2:45 p.m.,nan
340,orbitz,nan,10:40 a.m.,11:05 a.m.,11:05 a.m.,11:01 a.m.
341,nan,AA-2050-ORD-MIA,10:40 a.m.,11:05 a.m.,2:45 p.m.,2:46 p.m.
342,panynj,AA-2050-ORD-MIA,10:40 a.m.,11:05 a.m.,2:45 p.m.,2:46 p.m.
343,nan,nan,10:40 a.m.,11:05 a.m.,2:45 p.m.,2:46 p.m.
344,travelocity,AA-2050-ORD-MIA,10:40 a.m.,11:05 a.m.,2:45 p.m.,2:46 p.m.
345,usatoday,AA-2050-ORD-MIA,nan,11:05 a.m.,2:45 p.m.,nan
346,nan,nan,10:40 a.m.,11:05 a.m.,11:05 a.m.,11:01 a.m.
347,nan,AA-2050-ORD-MIA,nan,11:05 a.m.,2:45 p.m.,2:46 p.m.
348,wundergr@@ound,AA-2050-ORD-MIA,10:40 a.m.,11:05 a.m.,2:45 p.m.,2:46 p.m.
349,aa,AA-222-LAX-BOS,7:10 a.m.,7:31 a.m.,3:30 p.m.,3:14 p.m.
350,??airtravelcenter,AA-222-LAX-BOS,7:10 a.m.,7:31 a.m.,3:30 p.m.,nan
351,allegiantair,CO-62-IAH-EWR,nan,7:31 a.m.,3:30 p.m.,nan
352,boston,AA-222-LAX-BOS,7:10 a.m.,nan,nan,3:14 p.m.
353,businesstravellogue,AA-222-LAX-BOS,7:10 a.m.,7:31 a.m.,3:30 p.m.,3:14 p.m.
354,flightarrival,nan,11:25 p.m.,nan,11:45 a.m.,11:56 a.m.
355,flightaware,AA-222-LAX-BOS,7:10 a.m.,7:31 a.m.,3:30 p.m.,3:14 p.m.
356,flightexplorer,AA-222-LAX-BOS,7:10 a.m.,7:31 a.m.,3:30 p.m.,3:14 p.m.
357,flights,AA-222-LAX-BOS,7:10 a.m.,nan,3:30 p.m.,3:14 p.m.
358,flightstats,AA-222-LAX-BOS,7:10 a.m.,7:31 a.m.,3:30 p.m.,3:14 p.m.
359,nan,AA-222-LAX-BOS,7:10 a.m.,7:31 a.m.,nan,3:14 p.m.
360,flylouisville,AA-222-LAX-BOS,nan,7:31 a.m.,nan,3:14 p.m.
361,flytecomm,AA-222-LAX-BOS,nan,7:31 a.m.,nan,3:14 p.m.
362,nan,AA-222-LAX-BOS,7:10 a.m.,7:31 a.m.,3:30 p.m.,3:14 p.m.
363,gofox,AA-222-LAX-BOS,nan,7:31 a.m.,nan,3:14 p.m.
364,helloflight,AA-222-LAX-BOS,nan,7:31 a.m.,3:30 p.m.,3:14 p.m.
365,myrateplan,AA-222-LAX-BOS,7:10 a.m.,7:31 a.m.,nan,3:14 p.m.
366,orbitz,AA-222-LAX-BOS,7:10 a.m.,7:31 a.m.,3:30 p.m.,3:14 p.m.
367,nan,AA-222-LAX-BOS,7:10 a.m.,nan,3:30 p.m.,3:14 p.m.
368,quicktrip,AA-222-LAX-BOS,7:10 a.m.,7:31 a.m.,3:30 p.m.,3:14 p.m.
369,travelocity,nan,7:10 a.m.,11:25 p.m.,3:30 p.m.,nan
370,weather,AA-222-LAX-BOS,7:10 a.m.,7:31 a.m.,3:30 p.m.,3:14 p.m.
371,world-flight-tracker,AA-222-LAX-BOS,7:10 a.m.,7:31 a.m.,3:30 p.m.,3:14 p.m.
372,wunderground,AA-222-LAX-BOS,7:10 a.m.,7:31 a.m.,3:30 p.m.,3:14 p.m.
373,aa,AA-2268-PHX-ORD,7:15 a.m.,7:22 a.m.,11:35 a.m.,nan
374,airtravelcenter,AA-2268-PHX-ORD,7:15 a.m.,7:22 a.m.,11:35 a.m.,11:06 a.m.
375,allegiantair,CO-45-EWR-MIA,nan,nan,11:35 a.m.,nan
376,boston,AA-2268-PHX-ORD,7:15 a.m.,7:22 a.m.,11:35 a.m.,11:06 a.m.
377,businesstravellogue,AA-2268-PHX-ORD,7:15 a.m.,nan,11:35 a.m.,nan
378,flightarrival,AA-2268-PHX-ORD,7:15 a.m.,7:22 a.m.,11:35 a.m.,nan
379,flightaware,CO-45-EWR-MIA,nan,7:22 a.m.,11:10 a.m.,11:06 a.m.
380,flightexplorer,AA-2268-PHX-ORD,7:15 a.m.,7:22 a.m.,11:35 a.m.,11:06 a.m.
381,flights,AA-2268-PHX-ORD,7:15 a.m.,7:22 a.m.,11:35 a.m.,11:06 a.m.
382,nan,AA-2268-PHX-ORD,7:15 a.m.,nan,11:35 a.m.,11:06 a.m.
383,nan,AA-2268-PHX-ORD,7:15 a.m.,nan,11:35 a.m.,11:06 a.m.
384,flylouisville,AA-2268-PHX-ORD,7:15 a.m.,7:22 a.m.,11:35 a.m.,11:06 a.m.
385,flytecomm,AA-2268-PHX-ORD,7:15 a.m.,7:22 a.m.,6:40 p.m.,nan
386,nan,AA-2268-PHX-ORD,7:15 a.m.,7:22 a.m.,11:35 a.m.,11:06 a.m.
387,gofox,AA-2268-PHX-ORD,7:15 a.m.,7:22 a.m.,11:35 a.m.,11:06 a.m.
388,helloflight,AA-2268-PHX-ORD,7:15 a.m.,nan,11:35 a.m.,11:06 a.m.
389,myratepl$an,AA-2268-PHX-ORD,7:15 a.m.,7:22 a.m.,11:35 a.m.,11:06 a.m.
390,nan,AA-2268-PHX-ORD,7:15 a.m.,7:$22 a.m.,11:35 a.m.,11:06 a.m.
391,ord,AA-2268-PHX-ORD,7:15 a.m.,7:22 a.m.,11:35 a.m.,nan
392,p?#?anynj,AA-2268-PHX-ORD,7:15 a.m.,7:22 a.m.,11:35 a.m.,11:06 a.m.
393,qu#icktrip??,AA-2268-PHX-ORD,7:15 a.m.,7:22 a.m.,nan,11:06 a.m.
394,nan,AA-2268-PHX-ORD,7:15 a.m.,7:22 a.m.,nan,11:06 a.m.
395,usatoday,nan,7:15 a.m.,12:11 p.m.,11:35 a.m.,nan
396,weather,AA-2268-PHX-ORD,7:15 a.m.,7:22 a.m.,nan,11:06 a.m.
397,world-flight-tracker,AA-2268-PHX-ORD,7:15 a.m.,nan,11:35 a.m.,11:06 a.m.
398,wunderground,AA-2268-PHX-ORD,7:15 a.m.,7:22 a.m.,11:35 a.m.,11:06 a.m.
399,aa,AA-2312-DFW-DTW,8:25 p.m.,8:25 p.m.,11:50 p.m.,11:50 p.m.
400,airtravelcenter,AA-2312-DFW-DTW,8:25 p.m.,8:25 p.m.,11:50 p.m.,11:50 p.m.
401,allegiantair,AA-2312-DFW-DTW,8:25 p.m.,nan,11:50 p.m.,nan
402,boston,AA-2312-DFW-DTW,8:25 p.m.,nan,11:50 p.m.,nan
403,businesstr??avellogue,AA-2312-DFW-DTW,8:25 p.m.,nan,nan,9:32 a.m.
404,dfw,AA-2312-DFW-DTW,8:25 p.m.,8:25 p.m.,11:50 p.m.,11:50 p.m.
405,nan,AA-2312-DFW-DTW,nan,8:25 p.m.,11:50 p.m.,11:50 p.m.
406,flightaware,CO-1694-LAX-IAH,nan,nan,11:50 p.m.,11:50 p.m.
407,flightexplorer,AA-2312-DFW-DTW,nan,8:25 p.m.,11:50 p.m.,11:50 p.m.
408,flights,AA-2312-DFW-DTW,8:25 p.m.,8:25 p.m.,11:50 p.m.,11:50 p.m.
409,flightstats,AA-2312-DFW-DTW,8:25 p.m.,8:25 p.m.,11:50 p.m.,11:50 p.m.
410,flightview,AA-2312-DFW-DTW,8:25 p.m.,8:25 p.m.,11:50 p.m.,11:50 p.m.
411,flightwise,AA-2312-DFW-DTW,8:25 p.m.,nan,11:50 p.m.,11:50 p.m.
412,flylouisville,AA-2312-DFW-DTW,8:25 p.m.,nan,11:50 p.m.,nan
413,flytecomm,AA-2312-DFW-DTW,8:25 p.m.,8:25 p.m.,11:50 p.m.,11:50 p.m.
414,foxbusiness,AA-2312-DFW-DTW,8:25 p.m.,nan,11:50 p.m.,nan
415,gofox,AA-2312-DFW-DTW,8:25 p.m.,8:25 p.m.,nan,9:32 a.m.
416,helloflight,AA-2312-DFW-DTW,8:25 p.m.,8:25 p.m.,nan,nan
417,myrateplan,AA-2312-DFW-DTW,8:25 p.m.,8:25 p.m.,11:50 p.m.,nan
418,mytripandmore,AA-2312-DFW-DTW,nan,8:25 p.m.,11:50 p.m.,11:50 p.m.
419,or??bit%z,AA-2312-DFW-DTW,8:25 p.m.,8:25 p.m.,11:50 p.m.,11:50 p.m.
420,pan$ynj,AA-2312-DFW-DTW,8:25 p.m.,nan,11:50 p.m.,nan
421,quicktrip,AA-2312-DFW-DTW,8:25 p.m.,8:25 p.m.,11:50 p.m.,11:50 p.m.
422,travelocity,nan,10:40 a.m.,8:25 p.m.,11:50 p.m.,nan
423,weather,AA-2312-DFW-DTW,8:25 p.m.,8:25 p.m.,11:50 p.m.,11:50 p.m.
424,world-flight-tracker,AA-2312-DFW-DTW,8:25 p.m.,8:25 p.m.,11:50 p.m.,11:50 p.m.
425,nan,nan,10:40 a.m.,nan,11:50 p.m.,11:50 p.m.
426,aa,AA-2525-DFW-MIA,nan,nan,nan,11:06 a.m.
427,airtravelcenter,AA-2525-DFW-MIA,nan,7:39 a.m.,11:10 a.m.,11:06 a.m.
428,allegiantair,AA-2525-DFW-MIA,nan,7:39 a.m.,11:10 a.m.,11:06 a.m.
429,boston,AA-2525-DFW-MIA,7:25 a.m.,7:39 a.m.,11:10 a.m.,11:06 a.m.
430,businesstravellogue,AA-2525-DFW-MIA,7:25 a.m.,7:39 a.m.,11:10 a.m.,11:06 a.m.
431,f??#lightaware,AA-2525-DFW-MIA,7:25 a.m.,7:39 a.m.,nan,11:06 a.m.
432,flightexplorer,AA-2525-DFW-MIA,7:25 a.m.,7:39 a.m.,11:10 a.m.,11:06 a.m.
433,flights,AA-2525-DFW-MIA,7:25 a.m.,7:39 a.m.,11:10 a.m.,11:06 a.m.
434,nan,nan,7:25 a.m.,7:39 a.m.,11:10 a.m.,11:06 a.m.
435,flightview,AA-2525-DFW-MIA,7:25 a.m.,7:39 a.m.,11:10 a.m.,11:06 a.m.
436,flightwise,AA-2525-DFW-MIA,nan,7:39 a.m.,11:10 a.m.,11:06 a.m.
437,flylouisville,AA-2525-DFW-MIA,7:25 a.m.,7:39 a.m.,11:10 a.m.,11:06 a.m.
438,flytecomm,nan,7:25 a.m.,7:39 a.m.,8:05 p.m.,7:55 p.m.
439,nan,AA-2525-DFW-MIA,nan,7:39 a.m.,11:10 a.m.,11:06 a.m.
440,gofox,nan,7:25 a.m.,nan,nan,nan
441,helloflight,AA-2525-DFW-MIA,7:25 a.m.,7:39 a.m.,nan,11:06 a.m.
442,mia,AA-2525-DFW-MIA,7:25 a.m.,7:39 a.m.,11:10 a.m.,11:06 a.m.
443,myrateplan,AA-2525-DFW-MIA,7:25 a.m.,7:39 a.m.,nan,11:06 a.m.
444,nan,AA-2525-DFW-MIA,7:25 a.m.,7:39 a.m.,11:10 a.m.,11:06 a.m.
445,orbitz,AA-2525-DFW-MIA,7:25 a.m.,7:39 a.m.,11:10 a.m.,11:06 a.m.
446,nan,AA-2525-DFW-MIA,7:25 a.m.,7:39 a.m.,11:35 a.m.,11:06 a.m.
447,quicktrip,AA-2525-DFW-MIA,7:25 a.m.,7:39 a.m.,2:35 p.m.,nan
448,travelocity,AA-2525-DFW-MIA,7:25 a.m.,nan,nan,6:34 p.m.
449,nan,nan,7:25 a.m.,7:39 a.m.,2:35 p.m.,nan
450,world-flight-tracker,AA-2525-DFW-MIA,7:25 a.m.,7:39 a.m.,11:10 a.m.,11:06 a.m.
451,wunderground,AA-2525-DFW-MIA,7:25 a.m.,7:39 a.m.,nan,11:06 a.m.
452,aa,AA-271-MIA-LAX,nan,11:52 a.m.,2:25 p.m.,2:27 p.m.
453,airtravelcenter,AA-271-MIA-LAX,11:35 a.m.,11:52@@ a.m.,2:25 p.m.,2:27 p.m.
454,nan,AA-271-MIA-LAX,11:35 a.m.,11:52 a.m.,2:25 p.m.,2:27 p.m.
455,bost@@on,AA-271-MIA-LAX,11:35 a.m.,11:52 a.m.,nan,2:27 p.m.
456,businesstravellogue,AA-271-MIA-LAX,11:35 a.m.,11:52 a.m.,2:25 p.m.,2:27 p.m.
457,nan,nan,11:35 a.m.,11:52 a.m.,2:25 p.m.,2:27 p.m.
458,flightaware,AA-271-MIA-LAX,11:35 a.m.,11:52 a.m.,2:25 p.m.,nan
459,flightexplorer$,AA-271-MIA-LAX,11:35 a.m.,11:52 a.m.,nan,2:27 p.m.
460,flights,nan,11:35 a.m.,11:52 a.m.,nan,2:27 p.m.
461,nan,nan,4:00 p.m.,11:52 a.m.,2:25 p.m.,2:27 p.m.
462,nan,AA-271-MIA-LAX,11:35 a.m.,11:52 a.m.,2:25 p.m.,2:27 p.m.
463,flylouisville,AA-271-MIA-LAX,11:35 a.m.,nan,2:25 p.m.,2:27 p.m.
464,flytecomm,AA-271-MIA-LAX,11:35 a.m.,11:52 a.m.,2:25 p.m.,2:27 p.m.
465,nan,AA-271-MIA-LAX,11:35 a.m.,11:52 a.m.,2:25 p.m.,2:27 p.m.
466,nan,AA-271-MIA-LAX,11:35 a.m.,nan,2:25 p.m.,2:27 p.m.
467,helloflight,AA-271-MIA-LAX,11:35 a.m.,11:52 a.m.,nan,2:27 p.m.
468,myrateplan,AA-271-MIA-LAX,nan,nan,2:25 p.m.,nan
469,mytripandmore,AA-271-MIA-LAX,11:35 a.m.,11:52 a.m.,2:25 p.m.,2:27 p.m.
470,orbitz,AA-271-MIA-LAX,11:35 a.m.,nan,2:25 p.m.,2:27 p.m.
471,panynj,nan,11:35 a.m.,11:52 a.m.,2:25 p.m.,2:27 p.m.
472,quicktrip,AA-271-MIA-LAX,11:35 a.m.,11:52 a.m.,nan,nan
473,travelocity,AA-271-MIA-LAX,nan,11:52 a.m.,2:25 p.m.,2:27 p.m.
474,nan,AA-271-MIA-LAX,11:35 a.m.,11:52 a.m.,2:25 p.m.,nan
475,world-flight-tracker,AA-271-MIA-LAX,11:35 a.m.,nan,2:25 p.m.,2:27 p.m.
476,wunderground,AA-271-MIA-LAX,11:35 a.m.,11:52 a.m.,2:25 p.m.,2:27 p.m.
477,a??a??,AA-2957-DFW-CVG,nan,8:04 a.m.,11:05 a.m.,11:01 a.m.
478,airtravelcenter,AA-2957-DFW-CVG,nan,8:04 a.m.,11:05 a.m.,11:01 a.m.
479,allegiantair,AA-2957-DFW-CVG,7:55 a.m.,8:04 a.m.,11:05 a.m.,11:01 a.m.
480,boston,AA-2957-DFW-CVG,7:55 a.m.,8:04 a.m.,11:05 a.m.,11:01 a.m.
481,nan,AA-2957-DFW-CVG,7:55 a.m.,8:04 a.m.,11:05 a.m.,11:01 a.m.
482,flightarrival,AA-2957-DFW-CVG,7:55 a.m.,8:04 a.m.,11:05 a.m.,11:01 a.m.
483,flightaware,AA-2957-DFW-CVG,7:55 a.m.,nan,11:05 a.m.,11:01 a.m.
484,flightexplorer,nan,7:55 a.m.,8:04 a.m.,11:05 a.m.,11:01 a.m.
485,fli@@ghts#,AA-2957-DFW-CVG,nan,8:04 a.m.,11:05 a.m.,11:01 a.m.
486,flightstats,AA-2957-DFW-CVG,7:55 a.m.,8:04 a.m.,11:05 a.m.,11:01 a.m.
487,flightview,nan,7:55 a.m.,8:04 a.m.,11:05 a.m.,11:01 a.m.
488,flylouisville,AA-2957-DFW-CVG,7:55 a.m.,8:04 a.m.,11:05 a.m.,11:01 a.m.
489,flytecomm,AA-2957-DFW-CVG,7:55 a.m.,8:04 a.m.,nan,11:01 a.m.
490,foxbusiness,nan,7:55 a.m.,nan,11:05 a.m.,11:01 a.m.
491,gofox,AA-2957-DFW-CVG,7:55 a.m.,8:04 a.m.,11:05 a.m.,11:01 a.m.
492,helloflight,AA-2957-DFW-CVG,7:55 a.m.,8:04 a.m.,11:05 a.m.,11:01 a.m.
493,nan,AA-2957-DFW-CVG,7:55 a.m.,8:04 a.m.,11:05 a.m.,11:01 a.m.
494,orbitz,CO-1694-LAX-IAH,7:15 p.m.,nan,nan,nan
495,pany$nj,AA-2957-DFW-CVG,7:55 a.m.,nan,11:05 a.m.,11:01 a.m.
496,quicktrip,AA-2957-DFW-CVG,7:55 a.m.,8:04 a.m.,nan,11:01 a.m.
497,travelocity,AA-2957-DFW-CVG,7:55 a.m.,8:04 a.m.,11:05 a.m.,11:01 a.m.
498,usatoday,AA-2957-DFW-CVG,7:55 a.m.,8:04 a.m.,4:48 p.m.,nan
499,we??ather,AA-2957-DFW-CVG,7:55 a.m.,8:04 a.m.,11:05 a.m.,11:01 a.m.
500,nan,AA-2957-DFW-CVG,nan,8:04 a.m.,11:05 a.m.,11:01 a.m.
501,wunderground,AA-2957-DFW-CVG,7:55 a.m.,8:04 a.m.,11:05 a.m.,11:01 a.m.
502,aa,nan,12:00 p.m.,12:11 p.m.,10:34 a.m.,10:04 a.m.
503,%airtravelcenter,AA-3-JFK-LAX,12:00 p.m.,nan,3:15 p.m.,nan
504,allegiantair,AA-3-JFK-LAX,12:00 p.m.,nan,nan,3:16 p.m.
505,boston,AA-3-JFK-LAX,12:00 p.m.,12:11 p.m.,3:15 p.m.,3:16 p.m.
506,businesstravellogue,nan,12:00 p.m.,12:11 p.m.,3:15 p.m.,10:04 a.m.
507,flightarrival,AA-3-JFK-LAX,nan,12:11 p.m.,3:15 p.m.,3:16 p.m.
508,nan,AA-3-JFK-LAX,12:00 p.m.,nan,nan,3:16 p.m.
509,flightexplorer,AA-3-JFK-LAX,12:00 p.m.,12:11 p.m.,3:15 p.m.,3:16 p.m.
510,flights,AA-3-JFK-LAX,12:00 p.m.,12:11 p.m.,3:15 p.m.,nan
511,flightstats,nan,12:00 p.m.,12:11 p.m.,3:15 p.m.,10:04 a.m.
512,flightview,AA-3-JFK-LAX,12:00 p.m.,12:11 p.m.,nan,3:16 p.m.
513,flylouisville,AA-3-JFK-LAX,nan,12:11 p.m.,3:15 p.m.,nan
514,f??#lytecomm,AA-3-JFK-LAX,12:00 p.m.,12:11 p.m.,3:15 p.m.,3:16 p.m.
515,foxbusiness,AA-3-JFK-LAX,nan,12:11 p.m.,3:15 p.m.,3:16 p.m.
516,gofox,AA-3-JFK-LAX,12:00 p.m.,nan,3:15 p.m.,3:16 p.m.
517,nan,nan,12:00 p.m.,12:11 p.m.,3:15 p.m.,10:04 a.m.
518,ifly,AA-3-JFK-LAX,12:00 p.m.,12:11 p.m.,3:15 p.m.,3:16 p.m.
519,myrateplan,AA-3-JFK-LAX,nan,12:11 p.m.,3:15 p.m.,3:16 p.m.
520,orbitz,AA-3-JFK-LAX,12:00 p.m.,12:11 p.m.,3:15 p.m.,3:16 p.m.
521,panynj,nan,12:00 p.m.,7:39 a.m.,3:15 p.m.,10:04 a.m.
522,quicktrip,AA-3-JFK-LAX,12:00 p.m.,12:11 p.m.,3:15 p.m.,3:16 p.m.
523,travelocity,AA-3-JFK-LAX,12:00 p.m.,12:11 p.m.,3:15 p.m.,3:16 p.m.
524,weather,AA-3-JFK-LAX,12:00 p.m.,12:11 p.m.,3:15 p.m.,nan
525,nan,AA-3-JFK-LAX,12:00 p.m.,12:11 p.m.,3:15 p.m.,3:16 p.m.
526,wunderground,AA-3-JFK-LAX,12:00 p.m.,12:11 p.m.,3:15 p.m.,3:16 p.m.
527,aa,AA-3063-SLC-LAX,8:20 p.m.,8:39 p.m.,9:20 p.m.,9:20 p.m.
528,airtravelcenter,AA-3063-SLC-LAX,8:20 p.m.,8:39 p.m.,9:20 p.m.,9:20 p.m.
529,allegiantair,AA-3063-SLC-LAX,8:20 p.m.,8:39 p.m.,9:20 p.m.,9:20 p.m.
530,boston,AA-3063-SLC-LAX,8:20 p.m.,8:39 p.m.,9:20 p.m.,9:20 p.m.
531,businesstravellogue,AA-3063-SLC-LAX,8:20 p.m.,8:39 p.m.,9:20 p.m.,9:20 p.m.
532,fli??ghta??rrival,AA-3063-SLC-LAX,8:20 p.m.,8:39 p.m.,9:20 p.m.,9:20 p.m.
533,flightaware,AA-3063-SLC-LAX,8:20 p.m.,nan,9:20 p.m.,9:20 p.m.
534,flights,CO-62-IAH-EWR,nan,8:39 p.m.,9:20 p.m.,9:20 p.m.
535,nan,AA-3063-SLC-LAX,8:20 p.m.,nan,9:20 p.m.,9:20 p.m.
